source,destination,timestamp,protocol
147.32.84.191,207.115.36.21,2011-08-17 14:59:26.323834,TCP
147.32.84.205,147.32.80.9,2011-08-17 14:59:38.185385,UDP
147.32.84.192,64.236.79.229,2011-08-17 14:59:50.153394,TCP
147.32.84.191,147.32.80.9,2011-08-17 15:00:06.256395,UDP
147.32.84.165,147.32.80.9,2011-08-17 15:00:26.500084,UDP
147.32.84.165,147.32.80.9,2011-08-17 15:00:35.335346,UDP
147.32.84.192,147.32.80.9,2011-08-17 15:00:43.772415,UDP
147.32.84.193,147.32.80.9,2011-08-17 15:00:54.238044,UDP
147.32.84.165,147.32.80.9,2011-08-17 15:01:11.546581,UDP
147.32.80.9,147.32.84.191,2011-08-17 15:01:21.341473,UDP
147.32.84.192,132.198.56.23,2011-08-17 15:01:27.367038,TCP
147.32.84.191,128.242.120.13,2011-08-17 15:01:29.239981,TCP
147.32.84.205,91.203.174.178,2011-08-17 15:01:41.819531,TCP
147.32.84.165,147.32.80.9,2011-08-17 15:02:42.186454,UDP
147.32.84.191,147.32.80.9,2011-08-17 15:02:59.241433,UDP
147.32.84.205,50.22.198.84,2011-08-17 15:03:12.552988,TCP
147.32.84.192,147.32.80.9,2011-08-17 15:03:21.082654,UDP
147.32.84.207,174.129.193.6,2011-08-17 15:03:38.498869,TCP
147.32.84.207,74.125.232.220,2011-08-17 15:03:51.537768,TCP
147.32.84.207,94.127.76.60,2011-08-17 15:03:52.721246,TCP
147.32.84.191,64.18.5.10,2011-08-17 15:04:02.502220,TCP
147.32.84.206,147.32.80.9,2011-08-17 15:04:23.007760,UDP
147.32.84.192,147.32.80.9,2011-08-17 15:04:31.461153,UDP
147.32.84.205,147.32.80.9,2011-08-17 15:04:33.895071,UDP
147.32.84.192,130.95.128.92,2011-08-17 15:04:36.117112,TCP
147.32.84.192,64.4.56.39,2011-08-17 15:04:41.354705,TCP
147.32.84.193,147.32.80.9,2011-08-17 15:04:49.964803,UDP
147.32.84.204,204.12.234.66,2011-08-17 15:04:56.687662,TCP
147.32.84.165,98.137.54.238,2011-08-17 15:05:09.961862,TCP
147.32.84.204,204.12.234.66,2011-08-17 15:05:33.550743,TCP
147.32.80.9,147.32.84.193,2011-08-17 15:05:41.293508,UDP
147.32.80.9,147.32.84.192,2011-08-17 15:05:41.327894,UDP
147.32.80.9,147.32.84.193,2011-08-17 15:05:41.406643,UDP
147.32.80.9,147.32.84.192,2011-08-17 15:05:41.432089,UDP
147.32.80.9,147.32.84.193,2011-08-17 15:05:41.545719,UDP
147.32.84.165,147.32.80.9,2011-08-17 15:05:58.183518,UDP
147.32.84.206,147.32.80.9,2011-08-17 15:06:09.273394,UDP
147.32.84.191,216.168.46.147,2011-08-17 15:06:31.755921,TCP
147.32.84.208,86.126.237.212,2011-08-17 15:06:36.426623,TCP
147.32.84.208,147.32.80.9,2011-08-17 15:06:39.005891,UDP
147.32.84.192,77.120.34.74,2011-08-17 15:06:43.682056,TCP
147.32.84.209,91.220.0.52,2011-08-17 15:07:24.768144,TCP
147.32.84.165,74.125.39.27,2011-08-17 15:07:40.265645,TCP
147.32.84.191,147.32.80.9,2011-08-17 15:07:53.826973,UDP
147.32.84.207,74.117.116.77,2011-08-17 15:07:55.459779,TCP
147.32.84.193,147.32.80.9,2011-08-17 15:08:06.293548,UDP
147.32.84.206,147.32.80.9,2011-08-17 15:08:09.058876,UDP
147.32.84.193,65.54.234.24,2011-08-17 15:08:25.130504,TCP
147.32.84.204,147.32.80.9,2011-08-17 15:08:48.203498,UDP
147.32.84.209,183.83.94.153,2011-08-17 15:08:54.685151,TCP
147.32.84.206,147.32.80.9,2011-08-17 15:08:55.674916,UDP
147.32.84.191,65.55.16.187,2011-08-17 15:08:59.209237,TCP
147.32.84.204,204.12.234.66,2011-08-17 15:09:10.774275,TCP
147.32.84.205,210.242.14.184,2011-08-17 15:09:31.929268,TCP
147.32.84.205,147.32.80.9,2011-08-17 15:09:48.531448,UDP
147.32.84.192,46.4.36.120,2011-08-17 15:09:56.336361,TCP
147.32.84.165,147.32.80.9,2011-08-17 15:10:01.679962,UDP
147.32.84.191,212.27.48.7,2011-08-17 15:10:04.287785,TCP
147.32.84.205,147.32.80.9,2011-08-17 15:10:20.013270,UDP
147.32.84.192,167.230.105.41,2011-08-17 15:10:20.808404,TCP
147.32.84.191,147.32.80.9,2011-08-17 15:10:23.045010,UDP
147.32.84.192,95.172.94.25,2011-08-17 15:10:39.004349,TCP
147.32.84.208,74.125.93.27,2011-08-17 15:10:45.146300,TCP
147.32.84.191,147.32.80.9,2011-08-17 15:11:04.342625,UDP
147.32.84.206,147.32.80.9,2011-08-17 15:11:10.758988,UDP
147.32.84.192,46.4.36.120,2011-08-17 15:11:21.702785,TCP
147.32.84.165,147.32.80.9,2011-08-17 15:11:28.153694,UDP
147.32.84.209,60.190.223.75,2011-08-17 15:11:30.031341,TCP
147.32.84.192,147.32.80.9,2011-08-17 15:11:32.025710,UDP
147.32.84.193,199.91.33.184,2011-08-17 15:11:41.078663,TCP
147.32.84.208,46.4.36.120,2011-08-17 15:11:45.473792,TCP
147.32.84.205,147.32.80.9,2011-08-17 15:12:08.099375,UDP
147.32.84.209,46.4.36.120,2011-08-17 15:12:21.012590,TCP
147.32.84.204,147.32.80.9,2011-08-17 15:12:22.024408,UDP
147.32.84.191,212.117.177.188,2011-08-17 15:12:27.936153,TCP
147.32.84.205,147.32.80.9,2011-08-17 15:12:29.301441,UDP
147.32.84.191,147.32.80.9,2011-08-17 15:12:48.735225,UDP
147.32.84.204,64.18.7.10,2011-08-17 15:13:05.608687,TCP
147.32.84.205,94.127.76.180,2011-08-17 15:13:09.378614,TCP
147.32.84.206,74.53.86.19,2011-08-17 15:13:13.608215,TCP
147.32.84.165,134.32.15.65,2011-08-17 15:13:27.303344,TCP
147.32.84.208,200.53.110.7,2011-08-17 15:13:29.193396,TCP
147.32.84.205,200.196.152.9,2011-08-17 15:13:31.611146,TCP
147.32.84.192,147.32.80.9,2011-08-17 15:13:37.782942,UDP
147.32.84.209,109.251.8.6,2011-08-17 15:13:38.905412,TCP
147.32.84.191,207.251.194.26,2011-08-17 15:13:53.399892,TCP
147.32.84.206,147.32.80.9,2011-08-17 15:13:57.546901,UDP
147.32.84.206,147.32.80.9,2011-08-17 15:14:10.772526,UDP
147.32.84.192,147.32.80.9,2011-08-17 15:14:15.685866,UDP
147.32.84.209,86.35.253.46,2011-08-17 15:14:26.994964,TCP
147.32.84.207,147.32.80.9,2011-08-17 15:14:27.026443,UDP
147.32.84.209,46.4.36.120,2011-08-17 15:14:27.195280,TCP
147.32.84.192,74.125.93.27,2011-08-17 15:14:29.404660,TCP
147.32.84.208,147.32.80.9,2011-08-17 15:14:29.892120,UDP
147.32.84.206,147.32.80.9,2011-08-17 15:14:41.198721,UDP
147.32.84.204,147.32.80.9,2011-08-17 15:14:59.036098,UDP
147.32.84.206,147.32.80.9,2011-08-17 15:15:03.671318,UDP
147.32.84.204,74.117.116.126,2011-08-17 15:15:04.339550,TCP
147.32.84.192,147.32.80.9,2011-08-17 15:15:10.910217,UDP
147.32.84.204,204.12.234.66,2011-08-17 15:15:33.752292,TCP
147.32.84.205,216.97.231.66,2011-08-17 15:15:51.781721,TCP
147.32.84.209,209.85.149.95,2011-08-17 15:15:53.026826,TCP
147.32.84.193,147.32.80.9,2011-08-17 15:16:09.181268,UDP
147.32.84.207,147.32.80.9,2011-08-17 15:16:13.011167,UDP
147.32.84.207,208.65.145.13,2011-08-17 15:16:15.361885,TCP
147.32.84.206,147.32.80.9,2011-08-17 15:16:15.873633,UDP
147.32.84.165,98.139.175.224,2011-08-17 15:16:19.988605,TCP
147.32.84.192,147.32.80.9,2011-08-17 15:16:24.121218,UDP
147.32.84.207,168.95.5.6,2011-08-17 15:17:08.839297,TCP
147.32.84.191,147.32.80.9,2011-08-17 15:17:18.378434,UDP
147.32.84.191,74.125.39.27,2011-08-17 15:17:29.493957,TCP
147.32.84.192,81.169.145.101,2011-08-17 15:17:29.544262,TCP
147.32.84.207,147.32.80.9,2011-08-17 15:17:37.886066,UDP
147.32.84.204,204.12.234.66,2011-08-17 15:17:52.226165,TCP
147.32.84.191,207.61.144.180,2011-08-17 15:17:59.997558,TCP
147.32.84.191,147.32.80.9,2011-08-17 15:18:06.226710,UDP
147.32.84.208,195.113.232.89,2011-08-17 15:18:13.803942,TCP
147.32.84.193,147.32.80.9,2011-08-17 15:18:23.240012,UDP
147.32.84.205,74.117.116.125,2011-08-17 15:18:26.106067,TCP
147.32.84.205,147.32.80.9,2011-08-17 15:18:27.469096,UDP
147.32.84.204,219.94.105.182,2011-08-17 15:18:28.267972,TCP
147.32.84.208,147.32.80.9,2011-08-17 15:18:29.502616,UDP
147.32.84.209,147.32.80.9,2011-08-17 15:18:35.531153,UDP
147.32.84.165,147.32.80.9,2011-08-17 15:18:47.021917,UDP
147.32.84.208,194.116.198.78,2011-08-17 15:18:51.532098,TCP
147.32.84.165,147.32.80.9,2011-08-17 15:19:02.763589,UDP
147.32.84.204,64.69.163.26,2011-08-17 15:19:17.068187,TCP
147.32.84.165,147.32.80.9,2011-08-17 15:19:17.724796,UDP
147.32.84.165,69.49.123.242,2011-08-17 15:19:18.578493,TCP
147.32.84.205,65.55.255.7,2011-08-17 15:19:20.126444,TCP
147.32.84.165,208.73.210.29,2011-08-17 15:19:25.187901,TCP
147.32.84.206,147.32.80.9,2011-08-17 15:19:28.787910,UDP
147.32.84.165,206.46.232.39,2011-08-17 15:19:29.958156,TCP
147.32.84.193,98.138.84.55,2011-08-17 15:19:30.151047,TCP
147.32.84.207,147.32.80.9,2011-08-17 15:19:36.079463,UDP
147.32.84.208,74.125.39.27,2011-08-17 15:19:39.119428,TCP
147.32.84.204,64.119.34.2,2011-08-17 15:19:42.776277,TCP
147.32.84.206,147.32.80.9,2011-08-17 15:19:42.789800,UDP
147.32.84.204,147.32.80.9,2011-08-17 15:19:43.508946,UDP
147.32.84.191,147.32.80.9,2011-08-17 15:19:51.677859,UDP
147.32.84.207,147.32.80.9,2011-08-17 15:19:59.637245,UDP
147.32.84.193,216.163.188.54,2011-08-17 15:20:04.721932,TCP
147.32.84.209,174.129.193.6,2011-08-17 15:20:05.159167,TCP
147.32.84.209,62.1.43.102,2011-08-17 15:20:05.762369,TCP
147.32.84.192,86.105.106.56,2011-08-17 15:20:19.369768,TCP
147.32.84.193,147.32.80.9,2011-08-17 15:20:25.123550,UDP
147.32.84.193,147.32.80.9,2011-08-17 15:20:37.070065,UDP
147.32.84.205,147.32.80.9,2011-08-17 15:20:37.519588,UDP
147.32.84.208,147.32.80.9,2011-08-17 15:20:38.720496,UDP
147.32.84.206,98.129.184.3,2011-08-17 15:20:39.270543,TCP
147.32.84.206,147.32.80.9,2011-08-17 15:20:40.976266,UDP
147.32.84.207,147.32.80.9,2011-08-17 15:20:45.629681,UDP
147.32.84.206,147.32.80.9,2011-08-17 15:21:01.020910,UDP
147.32.84.191,218.1.66.97,2011-08-17 15:21:01.983335,TCP
147.32.84.204,147.32.80.9,2011-08-17 15:21:07.250306,UDP
147.32.84.205,38.127.112.100,2011-08-17 15:21:24.350487,TCP
147.32.84.205,147.32.80.9,2011-08-17 15:21:30.491778,UDP
147.32.84.165,147.32.80.9,2011-08-17 15:21:41.413097,UDP
147.32.84.209,147.32.80.9,2011-08-17 15:22:21.059960,UDP
147.32.84.191,147.32.80.9,2011-08-17 15:22:21.218485,UDP
147.32.84.165,147.32.80.9,2011-08-17 15:22:33.222155,UDP
147.32.84.193,74.125.39.27,2011-08-17 15:22:37.621593,TCP
147.32.84.191,147.32.80.9,2011-08-17 15:22:37.832213,UDP
147.32.84.207,147.32.80.9,2011-08-17 15:22:38.070730,UDP
147.32.84.193,147.32.80.9,2011-08-17 15:22:38.214388,UDP
147.32.84.193,147.32.80.9,2011-08-17 15:22:38.631091,UDP
147.32.84.207,195.113.232.96,2011-08-17 15:22:42.933388,TCP
147.32.84.206,173.192.170.88,2011-08-17 15:22:45.420436,TCP
147.32.84.208,85.158.140.195,2011-08-17 15:22:52.481787,TCP
147.32.84.209,147.32.80.9,2011-08-17 15:22:57.879624,UDP
147.32.84.205,147.32.80.9,2011-08-17 15:23:00.743065,UDP
147.32.84.206,147.32.80.9,2011-08-17 15:23:25.997511,UDP
147.32.84.204,217.163.21.40,2011-08-17 15:23:36.336566,TCP
147.32.84.208,50.7.244.234,2011-08-17 15:23:43.720090,TCP
147.32.84.209,147.32.80.9,2011-08-17 15:23:51.375610,UDP
147.32.84.206,147.32.80.9,2011-08-17 15:23:58.094402,UDP
147.32.84.205,147.32.80.9,2011-08-17 15:24:03.884523,UDP
147.32.84.192,212.117.161.86,2011-08-17 15:24:32.395022,TCP
147.32.84.208,81.169.145.101,2011-08-17 15:24:40.637082,TCP
147.32.84.204,204.12.234.66,2011-08-17 15:24:41.260053,TCP
147.32.84.209,147.32.80.9,2011-08-17 15:24:44.767769,UDP
147.32.84.206,64.99.64.32,2011-08-17 15:24:45.960417,TCP
147.32.84.205,207.115.21.24,2011-08-17 15:24:49.599353,TCP
147.32.84.208,147.32.80.9,2011-08-17 15:24:50.518173,UDP
147.32.84.191,64.4.56.39,2011-08-17 15:25:06.142801,TCP
147.32.84.165,147.32.80.9,2011-08-17 15:25:06.279946,UDP
147.32.84.193,65.55.33.167,2011-08-17 15:25:07.504253,TCP
147.32.84.206,147.32.80.9,2011-08-17 15:25:11.385462,UDP
147.32.84.206,147.32.80.9,2011-08-17 15:25:12.109953,UDP
147.32.84.205,64.12.90.66,2011-08-17 15:25:13.058579,TCP
147.32.84.205,147.32.80.9,2011-08-17 15:25:18.796000,UDP
147.32.84.204,147.32.80.9,2011-08-17 15:25:23.420314,UDP
147.32.84.193,147.32.80.9,2011-08-17 15:25:32.105641,UDP
147.32.84.208,147.32.80.9,2011-08-17 15:25:33.699609,UDP
147.32.84.208,147.32.80.9,2011-08-17 15:25:39.059089,UDP
147.32.84.191,196.0.35.154,2011-08-17 15:25:46.605700,TCP
147.32.84.205,64.18.6.14,2011-08-17 15:25:50.095818,TCP
147.32.84.193,217.163.21.35,2011-08-17 15:26:35.425324,TCP
147.32.84.165,205.188.159.42,2011-08-17 15:26:39.219229,TCP
147.32.84.204,213.235.232.16,2011-08-17 15:26:46.759894,TCP
147.32.84.206,147.32.80.9,2011-08-17 15:26:58.012080,UDP
147.32.84.192,196.25.52.71,2011-08-17 15:27:00.636873,TCP
147.32.84.208,209.240.27.15,2011-08-17 15:27:08.011953,TCP
147.32.84.209,213.166.211.224,2011-08-17 15:27:10.752597,TCP
147.32.84.192,182.1.102.32,2011-08-17 15:27:11.042380,TCP
147.32.84.206,147.32.80.9,2011-08-17 15:27:16.087102,UDP
147.32.84.193,147.32.80.9,2011-08-17 15:27:24.343920,UDP
147.32.84.193,147.32.80.9,2011-08-17 15:27:27.678995,UDP
147.32.84.165,147.32.80.9,2011-08-17 15:27:38.309413,UDP
147.32.84.206,147.32.80.9,2011-08-17 15:27:52.712116,UDP
147.32.84.207,98.139.175.224,2011-08-17 15:27:54.213581,TCP
147.32.84.204,80.94.113.253,2011-08-17 15:28:04.237056,TCP
147.32.84.191,147.32.80.9,2011-08-17 15:28:04.514882,UDP
147.32.84.209,147.32.80.9,2011-08-17 15:28:10.761805,UDP
147.32.84.165,147.32.80.9,2011-08-17 15:28:19.139047,UDP
147.32.84.193,222.117.164.228,2011-08-17 15:28:25.123862,TCP
147.32.84.209,74.125.93.27,2011-08-17 15:28:49.696040,TCP
147.32.84.204,203.131.74.12,2011-08-17 15:28:50.547629,TCP
147.32.84.209,147.32.80.9,2011-08-17 15:28:50.897762,UDP
147.32.84.209,147.32.80.9,2011-08-17 15:28:52.000279,UDP
147.32.84.206,68.67.185.208,2011-08-17 15:29:11.594894,TCP
147.32.84.208,46.4.36.120,2011-08-17 15:29:20.703051,TCP
147.32.84.193,89.149.217.37,2011-08-17 15:29:22.644014,TCP
147.32.84.206,147.32.80.9,2011-08-17 15:29:28.246457,UDP
147.32.84.209,147.32.80.9,2011-08-17 15:29:29.955418,UDP
147.32.84.208,64.18.6.14,2011-08-17 15:29:38.852786,TCP
147.32.84.209,147.32.80.9,2011-08-17 15:29:41.071044,UDP
147.32.84.192,147.32.80.9,2011-08-17 15:29:43.453242,UDP
147.32.84.165,147.32.80.9,2011-08-17 15:29:45.823902,UDP
147.32.84.206,147.32.80.9,2011-08-17 15:29:47.344059,UDP
147.32.84.191,212.117.177.188,2011-08-17 15:29:53.482256,TCP
147.32.84.207,147.32.80.9,2011-08-17 15:29:54.665427,UDP
147.32.84.205,147.32.80.9,2011-08-17 15:30:28.050086,UDP
147.32.84.191,208.122.115.108,2011-08-17 15:30:30.982171,TCP
147.32.84.207,94.52.57.11,2011-08-17 15:30:56.852233,TCP
147.32.84.204,78.249.161.87,2011-08-17 15:31:00.150233,TCP
147.32.84.205,193.195.70.226,2011-08-17 15:31:04.616032,TCP
147.32.84.192,173.192.170.88,2011-08-17 15:31:21.778937,TCP
147.32.84.206,202.131.124.3,2011-08-17 15:31:25.484492,TCP
147.32.84.165,207.115.37.21,2011-08-17 15:31:37.703256,TCP
147.32.84.209,147.32.80.9,2011-08-17 15:31:39.614444,UDP
147.32.84.208,59.92.235.222,2011-08-17 15:31:44.325947,TCP
147.32.84.165,147.32.80.9,2011-08-17 15:31:53.628555,UDP
147.32.84.206,147.32.80.9,2011-08-17 15:31:53.865834,UDP
147.32.84.206,98.136.185.95,2011-08-17 15:31:58.267758,TCP
147.32.84.204,87.248.122.90,2011-08-17 15:32:04.343381,TCP
147.32.84.206,85.235.243.185,2011-08-17 15:32:21.935018,TCP
147.32.84.192,94.228.131.166,2011-08-17 15:32:26.468109,TCP
147.32.84.206,193.232.92.5,2011-08-17 15:32:28.379372,TCP
147.32.84.207,205.186.151.113,2011-08-17 15:32:33.611666,TCP
147.32.84.209,147.32.80.9,2011-08-17 15:32:38.897468,UDP
147.32.84.192,147.32.80.9,2011-08-17 15:32:43.836450,UDP
147.32.84.206,147.32.80.9,2011-08-17 15:32:57.735172,UDP
147.32.84.207,212.117.177.186,2011-08-17 15:33:11.639457,TCP
147.32.84.204,64.191.223.39,2011-08-17 15:33:12.841737,TCP
147.32.84.193,147.32.80.9,2011-08-17 15:33:24.832483,UDP
147.32.84.193,147.32.80.9,2011-08-17 15:33:37.055144,UDP
147.32.84.207,65.55.33.135,2011-08-17 15:34:00.735748,TCP
147.32.84.192,147.32.80.9,2011-08-17 15:34:21.603532,UDP
147.32.84.208,71.123.56.67,2011-08-17 15:34:34.088021,TCP
147.32.84.205,147.32.80.9,2011-08-17 15:34:34.977301,UDP
147.32.84.209,216.234.108.234,2011-08-17 15:34:50.206249,TCP
147.32.80.9,147.32.84.209,2011-08-17 15:35:21.206477,UDP
147.32.80.9,147.32.84.209,2011-08-17 15:35:21.208927,UDP
147.32.84.208,69.8.2.21,2011-08-17 15:35:27.412274,TCP
147.32.84.205,208.89.132.27,2011-08-17 15:35:30.456422,TCP
147.32.84.205,84.16.230.244,2011-08-17 15:35:30.857282,TCP
147.32.84.193,89.149.217.37,2011-08-17 15:35:37.775341,TCP
147.32.84.208,205.134.253.14,2011-08-17 15:35:39.830460,TCP
147.32.84.191,206.180.208.85,2011-08-17 15:35:44.239137,TCP
147.32.84.206,147.32.80.9,2011-08-17 15:35:49.628337,UDP
147.32.84.191,65.55.16.187,2011-08-17 15:36:19.144870,TCP
147.32.84.209,147.32.80.9,2011-08-17 15:36:29.794268,UDP
147.32.84.191,147.32.80.9,2011-08-17 15:36:38.212970,UDP
147.32.84.192,147.32.80.9,2011-08-17 15:36:42.499106,UDP
147.32.84.209,147.32.80.9,2011-08-17 15:36:50.583366,UDP
147.32.84.208,147.32.80.9,2011-08-17 15:36:55.609063,UDP
147.32.84.205,161.51.4.107,2011-08-17 15:36:59.185022,TCP
147.32.84.192,46.4.36.120,2011-08-17 15:37:01.756930,TCP
147.32.84.193,147.32.80.9,2011-08-17 15:37:04.801385,UDP
147.32.84.204,216.69.186.201,2011-08-17 15:37:23.392311,TCP
147.32.84.193,89.149.217.37,2011-08-17 15:37:25.162312,TCP
147.32.84.209,65.55.40.215,2011-08-17 15:37:30.399670,TCP
147.32.84.209,46.4.36.120,2011-08-17 15:37:30.399749,TCP
147.32.84.206,147.32.80.9,2011-08-17 15:37:33.976708,UDP
147.32.84.204,147.32.80.9,2011-08-17 15:37:53.990467,UDP
147.32.84.205,147.32.80.9,2011-08-17 15:38:03.985013,UDP
147.32.84.205,147.32.80.9,2011-08-17 15:38:14.860797,UDP
147.32.84.193,91.204.250.88,2011-08-17 15:38:18.039018,TCP
147.32.84.205,216.82.241.99,2011-08-17 15:38:21.792519,TCP
147.32.84.209,216.21.60.83,2011-08-17 15:38:22.705846,TCP
147.32.84.207,147.32.80.9,2011-08-17 15:38:24.081487,UDP
147.32.84.208,46.4.36.120,2011-08-17 15:38:27.047026,TCP
147.32.84.206,117.225.17.113,2011-08-17 15:38:27.595225,TCP
147.32.84.208,65.55.72.199,2011-08-17 15:38:51.692313,TCP
147.32.84.208,213.211.110.101,2011-08-17 15:38:52.092727,TCP
147.32.84.165,147.32.80.9,2011-08-17 15:38:52.977977,UDP
147.32.84.208,147.32.80.9,2011-08-17 15:39:07.757304,UDP
147.32.84.191,173.192.170.88,2011-08-17 15:39:15.931198,TCP
147.32.84.204,147.32.80.9,2011-08-17 15:39:22.174222,UDP
147.32.84.165,147.32.80.9,2011-08-17 15:39:26.746622,UDP
147.32.84.193,89.149.217.37,2011-08-17 15:39:27.148721,TCP
147.32.84.204,147.32.80.9,2011-08-17 15:39:43.720139,UDP
147.32.84.165,91.90.11.193,2011-08-17 15:39:54.685783,TCP
147.32.84.193,147.32.80.9,2011-08-17 15:40:04.792115,UDP
147.32.84.165,85.158.140.211,2011-08-17 15:40:11.502617,TCP
147.32.84.165,147.32.80.9,2011-08-17 15:40:11.673892,UDP
147.32.84.209,64.18.6.14,2011-08-17 15:40:22.421723,TCP
147.32.84.209,204.232.236.156,2011-08-17 15:40:27.166963,TCP
147.32.84.208,147.32.80.9,2011-08-17 15:40:28.131401,UDP
147.32.84.191,147.32.80.9,2011-08-17 15:40:30.878384,UDP
147.32.84.208,202.108.252.141,2011-08-17 15:40:34.614667,TCP
147.32.84.192,74.125.39.27,2011-08-17 15:40:39.149299,TCP
147.32.84.193,74.125.39.27,2011-08-17 15:40:49.850217,TCP
147.32.84.208,147.32.80.9,2011-08-17 15:40:52.612330,UDP
147.32.84.206,147.32.80.9,2011-08-17 15:41:01.762041,UDP
147.32.84.193,147.32.80.9,2011-08-17 15:41:15.023124,UDP
147.32.84.208,128.112.128.213,2011-08-17 15:41:55.233718,TCP
147.32.84.204,147.32.80.9,2011-08-17 15:42:06.962666,UDP
147.32.84.193,95.81.9.128,2011-08-17 15:42:10.804417,TCP
147.32.84.193,87.86.91.250,2011-08-17 15:42:13.207451,TCP
147.32.84.207,212.117.177.186,2011-08-17 15:42:19.601142,TCP
147.32.84.205,147.32.80.9,2011-08-17 15:42:29.519939,UDP
147.32.84.207,147.32.80.9,2011-08-17 15:42:33.804003,UDP
147.32.84.207,147.32.80.9,2011-08-17 15:42:39.359936,UDP
147.32.84.207,147.32.80.9,2011-08-17 15:42:40.423011,UDP
147.32.84.208,216.157.130.15,2011-08-17 15:42:42.597473,TCP
147.32.84.192,46.4.36.120,2011-08-17 15:42:44.440835,TCP
147.32.84.209,209.33.205.5,2011-08-17 15:42:49.667546,TCP
147.32.84.209,147.32.80.9,2011-08-17 15:42:54.248584,UDP
147.32.84.209,147.32.80.9,2011-08-17 15:42:54.249628,UDP
147.32.84.165,147.32.80.9,2011-08-17 15:42:58.235597,UDP
147.32.84.193,194.197.177.18,2011-08-17 15:43:00.675898,TCP
147.32.84.192,207.126.147.10,2011-08-17 15:43:02.730503,TCP
147.32.84.209,65.54.234.78,2011-08-17 15:43:05.461923,TCP
147.32.84.204,147.32.80.9,2011-08-17 15:43:16.197136,UDP
147.32.84.192,147.32.80.9,2011-08-17 15:43:20.153188,UDP
