source,destination,timestamp,protocol
192.168.2.5,141.48.53.92,2018-05-20 03:47:47.846772,TCP
192.168.2.5,141.143.252.155,2018-05-20 03:48:21.900922,TCP
192.168.2.5,5.1.56.123,2018-05-20 03:53:34.958147,UDP
192.168.2.5,141.47.91.106,2018-05-20 04:03:08.221376,TCP
192.168.2.5,141.245.79.44,2018-05-20 04:07:24.609615,TCP
192.168.2.5,141.117.12.27,2018-05-20 04:09:40.816318,TCP
192.168.2.5,141.106.211.63,2018-05-20 04:10:08.863393,TCP
192.168.2.5,5.1.56.123,2018-05-20 04:11:19.951719,UDP
192.168.2.5,37.157.198.150,2018-05-20 04:17:32.951820,UDP
192.168.2.5,200.168.87.203,2018-05-20 04:18:07.468602,TCP
192.168.2.5,31.31.74.35,2018-05-20 04:30:43.954498,UDP
192.168.2.5,78.108.102.237,2018-05-20 04:49:40.957674,UDP
192.168.2.5,161.13.84.181,2018-05-20 05:19:48.373307,TCP
192.168.2.5,5.1.56.123,2018-05-20 05:21:36.961617,UDP
192.168.2.5,161.159.137.94,2018-05-20 05:22:41.632886,TCP
192.168.2.5,78.108.102.237,2018-05-20 05:24:28.961961,UDP
192.168.2.5,37.157.198.150,2018-05-20 05:27:15.962104,UDP
192.168.2.5,161.26.245.68,2018-05-20 05:30:51.388927,TCP
192.168.2.5,161.73.64.131,2018-05-20 05:32:15.517740,TCP
192.168.2.5,161.140.60.110,2018-05-20 05:32:45.563239,TCP
192.168.2.5,161.101.33.119,2018-05-20 05:39:23.150679,TCP
192.168.2.5,31.31.74.35,2018-05-20 05:41:18.962196,UDP
192.168.2.5,161.13.2.123,2018-05-20 05:41:31.337204,TCP
192.168.2.5,161.139.115.241,2018-05-20 05:42:05.385998,TCP
192.168.2.5,161.209.87.241,2018-05-20 05:44:48.618869,TCP
192.168.2.5,161.151.59.160,2018-05-20 05:50:41.149037,TCP
192.168.2.5,5.1.56.123,2018-05-20 05:56:37.962357,UDP
192.168.2.5,161.26.7.196,2018-05-20 05:59:00.879244,TCP
192.168.2.5,78.108.102.237,2018-05-20 05:59:39.962272,UDP
192.168.2.5,200.168.87.203,2018-05-20 06:05:39.608528,TCP
192.168.2.5,161.217.201.186,2018-05-20 06:07:17.623382,TCP
192.168.2.5,161.186.139.28,2018-05-20 06:10:53.938448,TCP
192.168.2.5,161.168.1.214,2018-05-20 06:14:55.288485,TCP
192.168.2.5,144.245.136.193,2018-05-20 07:18:42.128185,TCP
192.168.2.5,5.1.56.123,2018-05-20 07:24:49.961912,UDP
68.86.93.126,192.168.2.5,2018-05-20 07:25:28.932834,ICMP
192.168.2.5,37.157.198.150,2018-05-20 07:29:54.962462,UDP
61.88.159.118,192.168.2.5,2018-05-20 07:33:04.768167,ICMP
68.86.93.126,192.168.2.5,2018-05-20 07:33:16.630993,ICMP
172.125.4.252,192.168.2.5,2018-05-20 07:33:32.968098,ICMP
61.88.159.118,192.168.2.5,2018-05-20 07:42:01.574391,ICMP
172.125.4.252,192.168.2.5,2018-05-20 07:53:46.826671,ICMP
68.86.93.126,192.168.2.5,2018-05-20 07:56:12.745517,ICMP
192.168.2.5,144.111.235.15,2018-05-20 07:56:18.548073,TCP
192.168.2.5,144.52.154.183,2018-05-20 07:56:45.600297,TCP
61.88.159.118,192.168.2.5,2018-05-20 08:06:00.973333,ICMP
192.168.2.5,144.17.222.118,2018-05-20 08:06:38.496130,TCP
192.168.2.5,144.146.73.10,2018-05-20 08:12:13.982536,TCP
192.168.2.5,5.1.56.123,2018-05-20 08:36:40.978438,UDP
192.168.2.5,78.108.102.237,2018-05-20 08:54:22.979882,UDP
192.168.2.5,182.231.70.58,2018-05-20 09:20:01.801765,TCP
192.168.2.5,182.117.83.200,2018-05-20 09:36:59.306370,TCP
192.168.2.5,182.123.23.240,2018-05-20 09:38:13.419149,TCP
210.139.162.38,192.168.2.5,2018-05-20 09:38:42.790293,ICMP
192.168.2.5,182.208.132.181,2018-05-20 09:40:36.629669,TCP
192.168.2.5,182.76.130.137,2018-05-20 09:44:32.978215,TCP
192.168.2.5,182.149.209.88,2018-05-20 09:46:15.135581,TCP
114.127.254.29,192.168.2.5,2018-05-20 09:47:42.743034,ICMP
192.168.2.5,182.141.178.105,2018-05-20 09:48:07.306807,TCP
114.127.254.29,192.168.2.5,2018-05-20 09:48:45.718249,ICMP
192.168.2.5,182.113.170.197,2018-05-20 09:50:02.476837,TCP
192.168.2.5,182.133.176.234,2018-05-20 09:50:03.478182,TCP
192.168.2.5,182.182.36.15,2018-05-20 09:50:17.495237,TCP
192.168.2.5,182.202.23.151,2018-05-20 09:52:37.705023,TCP
192.168.2.5,182.75.61.23,2018-05-20 09:53:15.764521,TCP
192.168.2.5,182.39.191.230,2018-05-20 09:54:57.918604,TCP
192.168.2.5,182.158.150.199,2018-05-20 09:57:38.151394,TCP
192.168.2.5,5.1.56.123,2018-05-20 10:04:34.977649,UDP
192.168.2.5,78.108.102.237,2018-05-20 10:05:11.977577,UDP
192.168.2.5,182.231.119.232,2018-05-20 10:06:03.923475,TCP
192.168.2.5,182.230.245.212,2018-05-20 10:07:02.007909,TCP
192.168.2.5,182.167.57.84,2018-05-20 10:07:50.077655,TCP
192.168.2.5,37.157.198.150,2018-05-20 10:07:54.977276,UDP
192.168.2.5,182.244.85.123,2018-05-20 10:12:00.450392,TCP
182.76.215.242,192.168.2.5,2018-05-20 10:12:37.944525,ICMP
182.237.16.5,192.168.2.5,2018-05-20 10:14:37.072522,ICMP
192.168.2.5,182.119.141.97,2018-05-20 10:14:41.707415,TCP
192.168.2.5,182.221.113.144,2018-05-20 10:14:46.705235,TCP
192.168.2.5,37.157.198.150,2018-05-20 10:43:40.973995,UDP
192.168.2.5,5.1.56.123,2018-05-20 10:57:07.973443,UDP
192.168.2.1,192.168.2.5,2018-05-20 10:59:58.199633,TCP
192.168.2.5,5.1.56.123,2018-05-20 11:14:14.971481,UDP
148.247.49.142,192.168.2.5,2018-05-20 11:19:29.214905,ICMP
192.168.2.5,148.232.91.249,2018-05-20 11:19:33.927844,TCP
192.168.2.5,148.213.209.154,2018-05-20 11:28:39.741888,TCP
192.168.2.5,31.31.74.35,2018-05-20 11:31:29.970061,UDP
148.177.184.114,192.168.2.5,2018-05-20 11:31:43.324053,ICMP
192.168.2.5,37.157.198.150,2018-05-20 11:35:42.969211,UDP
192.168.2.5,148.33.89.167,2018-05-20 11:37:00.475918,TCP
192.168.2.1,192.168.2.5,2018-05-20 11:40:31.134410,TCP
213.208.153.38,192.168.2.5,2018-05-20 11:41:18.936843,ICMP
192.168.2.5,148.96.5.235,2018-05-20 11:41:24.884889,TCP
192.168.2.5,148.161.6.121,2018-05-20 11:41:29.896750,TCP
192.168.2.5,148.234.78.112,2018-05-20 11:45:33.262563,TCP
192.168.2.5,148.170.194.69,2018-05-20 11:48:35.533565,TCP
192.168.2.5,148.228.23.27,2018-05-20 11:50:24.703857,TCP
192.168.2.5,148.228.221.250,2018-05-20 11:52:19.872890,TCP
192.168.2.5,148.66.137.48,2018-05-20 11:59:48.628958,TCP
148.160.16.37,192.168.2.5,2018-05-20 12:11:30.705112,ICMP
192.168.2.5,148.120.207.202,2018-05-20 12:11:57.598709,TCP
192.168.2.5,200.168.87.203,2018-05-20 12:52:55.383559,TCP
192.168.2.5,196.185.60.185,2018-05-20 13:15:07.343963,TCP
192.168.2.5,196.112.12.85,2018-05-20 13:15:16.356980,TCP
192.168.2.5,196.218.137.131,2018-05-20 13:17:48.584692,TCP
192.168.2.5,196.251.14.91,2018-05-20 13:19:32.743074,TCP
192.168.2.5,196.80.11.200,2018-05-20 13:19:47.764622,TCP
192.168.2.5,196.206.177.28,2018-05-20 13:20:51.857162,TCP
41.191.99.198,192.168.2.5,2018-05-20 13:20:57.004706,ICMP
192.168.2.5,196.72.199.174,2018-05-20 13:21:37.921458,TCP
197.210.179.77,192.168.2.5,2018-05-20 13:21:51.412579,ICMP
192.168.2.5,196.127.120.109,2018-05-20 13:22:49.029756,TCP
196.222.1.2,192.168.2.5,2018-05-20 13:25:02.483592,ICMP
192.168.2.5,200.168.87.203,2018-05-20 13:25:20.241451,TCP
192.168.2.5,196.88.125.201,2018-05-20 13:26:40.368570,TCP
192.168.2.5,196.220.179.11,2018-05-20 13:27:15.419026,TCP
196.20.189.173,192.168.2.5,2018-05-20 13:30:48.995933,ICMP
192.168.2.5,196.17.164.211,2018-05-20 13:32:14.856242,TCP
192.168.2.5,196.125.51.228,2018-05-20 13:34:01.024818,TCP
192.168.2.5,200.168.87.203,2018-05-20 13:34:45.761636,TCP
192.168.2.5,5.1.56.123,2018-05-20 13:34:59.954324,UDP
192.168.2.5,196.85.136.115,2018-05-20 13:36:21.235638,TCP
196.50.234.202,192.168.2.5,2018-05-20 13:37:35.641185,ICMP
192.168.2.5,196.114.173.43,2018-05-20 13:37:56.372883,TCP
192.168.2.5,196.81.173.13,2018-05-20 13:39:40.521458,TCP
192.168.2.5,196.19.196.32,2018-05-20 13:41:06.649085,TCP
192.168.2.5,196.31.167.71,2018-05-20 13:41:15.663868,TCP
192.168.2.5,196.185.78.190,2018-05-20 13:42:28.776731,TCP
192.168.2.5,196.122.190.240,2018-05-20 13:42:45.800394,TCP
192.168.2.5,196.69.9.243,2018-05-20 13:44:53.992015,TCP
192.168.2.5,196.13.116.105,2018-05-20 13:49:51.431764,TCP
192.168.2.5,196.180.54.248,2018-05-20 13:50:50.516489,TCP
192.168.2.5,196.144.153.25,2018-05-20 13:51:55.600637,TCP
192.168.2.5,5.1.56.123,2018-05-20 13:52:46.953761,UDP
192.168.2.5,196.69.20.70,2018-05-20 13:53:18.729787,TCP
192.168.2.5,196.237.173.84,2018-05-20 13:54:44.860416,TCP
192.168.2.5,196.194.228.141,2018-05-20 13:56:45.038790,TCP
192.168.2.5,196.245.153.46,2018-05-20 14:01:21.435779,TCP
192.168.2.5,196.78.25.126,2018-05-20 14:06:25.887421,TCP
192.168.2.5,196.232.183.44,2018-05-20 14:10:28.236532,TCP
192.168.2.5,5.1.56.123,2018-05-20 14:10:47.951720,UDP
192.168.2.5,78.108.102.237,2018-05-20 14:11:24.951486,UDP
192.168.2.5,196.18.2.122,2018-05-20 14:12:32.420041,TCP
192.168.2.5,5.1.56.123,2018-05-20 14:45:51.942227,UDP
192.168.2.5,37.157.198.150,2018-05-20 15:05:41.938754,UDP
192.168.2.5,200.168.87.203,2018-05-20 15:15:08.437320,TCP
185.145.200.9,192.168.2.5,2018-05-20 15:15:11.049699,ICMP
68.86.93.126,192.168.2.5,2018-05-20 15:35:55.811955,ICMP
192.168.2.5,144.13.240.71,2018-05-20 15:40:58.998325,TCP
192.168.2.5,144.17.221.221,2018-05-20 15:41:47.071367,TCP
144.178.132.241,192.168.2.5,2018-05-20 15:49:15.882443,ICMP
192.168.2.5,144.219.157.141,2018-05-20 15:52:26.045915,TCP
192.168.2.5,144.83.139.174,2018-05-20 15:52:32.055807,TCP
192.168.2.5,144.217.138.174,2018-05-20 15:52:42.077766,TCP
192.168.2.5,144.205.210.110,2018-05-20 15:53:15.125973,TCP
192.168.2.5,144.1.203.19,2018-05-20 15:54:47.256372,TCP
192.168.2.5,144.59.188.8,2018-05-20 15:55:41.344748,TCP
192.168.2.5,144.229.65.151,2018-05-20 15:56:05.382086,TCP
192.168.2.5,37.157.198.150,2018-05-20 15:58:17.950343,UDP
192.168.2.5,144.43.108.21,2018-05-20 16:02:12.929642,TCP
192.168.2.5,144.89.249.225,2018-05-20 16:04:53.171895,TCP
192.168.2.5,5.1.56.123,2018-05-20 16:49:37.962806,UDP
192.168.2.5,219.202.190.17,2018-05-20 17:20:12.455509,TCP
192.168.2.5,219.253.221.147,2018-05-20 17:22:42.686229,TCP
192.168.2.5,219.139.220.200,2018-05-20 17:34:11.727075,TCP
192.168.2.5,219.139.247.16,2018-05-20 17:37:17.004386,TCP
192.168.2.5,219.90.163.141,2018-05-20 17:39:27.206824,TCP
27.85.208.133,192.168.2.5,2018-05-20 17:40:48.707646,ICMP
192.168.2.5,219.249.9.89,2018-05-20 17:42:16.454184,TCP
192.168.2.5,219.252.14.125,2018-05-20 17:42:33.476966,TCP
192.168.2.5,219.9.30.213,2018-05-20 17:56:10.717731,TCP
192.168.2.5,219.154.223.235,2018-05-20 17:59:23.010940,TCP
124.124.127.17,192.168.2.5,2018-05-20 18:11:02.272239,ICMP
192.168.2.5,219.249.86.143,2018-05-20 18:11:17.076311,TCP
192.168.2.5,219.108.79.109,2018-05-20 18:13:46.289694,TCP
192.168.2.5,219.251.216.105,2018-05-20 18:14:31.359672,TCP
192.168.2.5,5.1.56.123,2018-05-20 19:09:40.977190,UDP
192.168.2.5,191.160.150.123,2018-05-20 19:16:01.715397,TCP
192.168.2.5,191.200.254.90,2018-05-20 19:17:27.833363,TCP
192.168.2.5,191.200.254.90,2018-05-20 19:17:33.843516,TCP
192.168.2.5,191.17.99.44,2018-05-20 19:18:28.932632,TCP
192.168.2.5,191.229.62.51,2018-05-20 19:19:27.017964,TCP
191.252.128.208,192.168.2.5,2018-05-20 19:20:23.488228,ICMP
192.168.2.5,191.203.30.105,2018-05-20 19:20:35.117469,TCP
192.168.2.5,191.161.41.200,2018-05-20 19:22:25.283078,TCP
192.168.2.5,191.160.200.178,2018-05-20 19:26:01.602699,TCP
192.168.2.5,191.208.193.187,2018-05-20 19:26:02.612846,TCP
192.168.2.5,191.169.135.158,2018-05-20 19:30:14.982594,TCP
192.168.2.5,191.107.133.203,2018-05-20 19:31:11.075066,TCP
192.168.2.5,191.26.143.77,2018-05-20 19:32:20.174225,TCP
189.80.228.66,192.168.2.5,2018-05-20 19:36:32.858552,ICMP
192.168.2.5,191.168.213.186,2018-05-20 19:37:02.592189,TCP
192.168.2.5,191.21.120.195,2018-05-20 19:39:15.795444,TCP
192.168.2.5,191.188.105.200,2018-05-20 19:41:32.998516,TCP
191.241.20.3,192.168.2.5,2018-05-20 19:41:39.526535,ICMP
192.168.2.5,191.84.141.164,2018-05-20 19:44:24.257237,TCP
191.253.243.233,192.168.2.5,2018-05-20 19:45:43.627289,ICMP
192.168.2.5,191.175.226.17,2018-05-20 19:49:17.687930,TCP
191.53.104.2,192.168.2.5,2018-05-20 19:52:20.320579,ICMP
192.168.2.5,191.225.53.238,2018-05-20 19:52:26.952656,TCP
192.168.2.5,191.134.25.88,2018-05-20 20:01:36.776374,TCP
192.168.2.5,191.203.68.7,2018-05-20 20:02:49.882393,TCP
192.168.2.5,191.192.48.250,2018-05-20 20:02:50.888774,TCP
192.168.2.5,191.200.249.207,2018-05-20 20:06:52.247343,TCP
192.168.2.5,191.134.166.92,2018-05-20 20:07:07.269880,TCP
192.168.2.5,191.166.164.34,2018-05-20 20:09:14.461956,TCP
192.168.2.5,191.166.60.36,2018-05-20 20:09:19.473555,TCP
192.168.2.5,191.166.164.34,2018-05-20 20:09:20.471948,TCP
192.168.2.5,200.168.87.203,2018-05-20 20:37:07.619853,TCP
192.168.2.5,5.1.56.123,2018-05-20 20:38:22.973056,UDP
192.168.2.5,200.168.87.203,2018-05-20 20:40:07.792807,TCP
192.168.2.5,78.108.102.237,2018-05-20 21:12:09.968078,UDP
192.168.2.5,51.244.195.49,2018-05-20 21:20:33.332773,TCP
192.168.2.5,51.83.156.219,2018-05-20 21:24:21.686604,TCP
51.52.24.183,192.168.2.5,2018-05-20 21:28:21.356044,ICMP
192.168.2.5,51.25.23.137,2018-05-20 21:33:41.556772,TCP
192.168.2.5,51.159.223.210,2018-05-20 21:36:06.779158,TCP
192.168.2.5,51.187.51.242,2018-05-20 21:37:00.858997,TCP
192.168.2.5,51.191.173.225,2018-05-20 21:38:17.994774,TCP
192.168.2.5,51.81.244.247,2018-05-20 21:41:19.278172,TCP
192.168.2.5,51.34.163.120,2018-05-20 21:43:10.437961,TCP
192.168.2.5,51.159.19.22,2018-05-20 21:48:36.936946,TCP
192.168.2.5,31.31.74.35,2018-05-20 21:51:46.959810,UDP
192.168.2.5,51.202.200.162,2018-05-20 22:02:31.204817,TCP
